epoch,stage,relation_round,relation_scale,relation_active_edges,relation_selected_prior_edges,relation_selected_new_edges,relation_eligible_new_edges,relation_attenuated_prior_edges,relation_mean_abs_change,train_loss,val_loss,lambda_gene,lambda_program,lambda_phenotype,molecular_weight,morphology_weight,clinical_weight,val_binary_auc,val_multiclass_acc,val_os_mean_auc,val_c_index,val_gene_pearson,val_program_mae,val_phenotype_score,gene_retention_floor,gene_protected
18,gene_program,0,0.0,374,0,0,0,0,2.9802322387695312e-08,0.3044798672199249,1.4021459491164596,0.5,0.4,0.0,0.0,0.0,0.0,0.48096543814647924,0.3953533823628661,0.5574906675450154,0.5754045307443366,0.38012165725449637,0.685516360349361,0.44014289269624496,0.37318394621178014,1
19,gene_program,0,0.0,374,0,0,0,0,2.9802322387695312e-08,0.3026096820831299,1.3841964545073333,0.5,0.4,0.0,0.0,0.0,0.0,0.4705260553595409,0.40277670353911743,0.5608267312715254,0.566990291262136,0.3839760981292994,0.6836947322809913,0.4399705559200217,0.3762965761667134,1
20,gene_program,0,0.0,374,0,0,0,0,2.9802322387695312e-08,0.3026379942893982,1.386806736169038,0.5,0.4,0.0,0.0,0.0,0.0,0.470530452577868,0.3942957837110378,0.5644242770959018,0.5469255663430421,0.3865706408402242,0.6748084276206828,0.4356940881494305,0.3788392280234197,1
21,gene_program,0,0.0,374,0,0,0,0,2.9802322387695312e-08,0.3006657063961029,1.3802424057030382,0.5,0.4,0.0,0.0,0.0,0.0,0.47792703128878594,0.4211359419113923,0.5573685944109286,0.566990291262136,0.38646448490386137,0.6799879880038646,0.45253419356676244,0.3788392280234197,1
22,gene_program,0,0.0,374,0,0,0,0,2.9802322387695312e-08,0.2990965247154236,1.3818058705624239,0.5,0.4,0.0,0.0,0.0,0.0,0.4831657532510492,0.4013165147225126,0.5821924190416754,0.5527508090614887,0.3856609512295061,0.6829159861494154,0.4456589014295078,0.3788392280234197,1
23,gene_program,0,0.0,374,0,0,0,0,2.9802322387695312e-08,0.2969180643558502,1.3766710549225043,0.5,0.4,0.0,0.0,0.0,0.0,0.4763830152982895,0.40878988421533524,0.5689398995677599,0.537864077669903,0.38638002503492214,0.6800331944428717,0.44604293909375325,0.3788392280234197,1
24,gene_program,0,0.0,374,0,0,0,0,2.9802322387695312e-08,0.2956007122993469,1.386323172074777,0.5,0.4,0.0,0.0,0.0,0.0,0.47867836503701316,0.3940965457865939,0.5597786359013477,0.5326860841423948,0.38102691191453747,0.6855532717539702,0.43867035901410495,0.3788392280234197,1
25,gene_program,0,0.0,374,0,0,0,0,2.9802322387695312e-08,0.29473236203193665,1.3784897306819022,0.5,0.4,0.0,0.0,0.0,0.0,0.47677289199890105,0.4160047552625318,0.5682854719968564,0.5553398058252427,0.3852078439553588,0.682161214405827,0.44998461843246756,0.3788392280234197,1
26,gene_program,0,0.0,374,0,0,0,0,2.9802322387695312e-08,0.29375219345092773,1.3665994146723806,0.5,0.4,0.0,0.0,0.0,0.0,0.48292329446166643,0.39747565627394127,0.5827005755495458,0.5741100323624595,0.380935302105392,0.6765441280195837,0.44355556136745183,0.3788392280234197,1
27,gene_program,0,0.0,374,0,0,0,0,2.9802322387695312e-08,0.29288074374198914,1.3711573694959098,0.5,0.4,0.0,0.0,0.0,0.0,0.47560584052763427,0.3991062093131978,0.5529457908605505,0.5650485436893203,0.38840606175785325,0.6757505400827667,0.43965544461016287,0.38063794052269617,1
28,gene_program,0,0.0,374,0,0,0,0,2.9802322387695312e-08,0.2915607690811157,1.3702176414890055,0.5,0.4,0.0,0.0,0.0,0.0,0.4845032805966386,0.4201488495262766,0.593947917388993,0.544336569579288,0.3890776538336248,0.6845767867517153,0.45687120748835014,0.3812961007569523,1
29,gene_program,0,0.0,374,0,0,0,0,2.9802322387695312e-08,0.29051923751831055,1.3710870383698264,0.5,0.4,0.0,0.0,0.0,0.0,0.4816453744779599,0.39449467512672093,0.57773024871137,0.5870550161812298,0.3907278968687446,0.6711729439015042,0.44115882036456344,0.3829133389313697,1
30,gene_program,0,0.0,374,0,0,0,0,2.9802322387695312e-08,0.2887670397758484,1.3651071872240232,0.5,0.4,0.0,0.0,0.0,0.0,0.47423020831723156,0.40223787866201044,0.5795357031412524,0.574757281553398,0.3872622400703591,0.6785930390547471,0.4423110629011746,0.3829133389313697,1
31,gene_program,0,0.0,374,0,0,0,0,2.9802322387695312e-08,0.28827521204948425,1.3660121305489246,0.5,0.4,0.0,0.0,0.0,0.0,0.4739520910516501,0.38802621727124964,0.5897620368444167,0.5831715210355987,0.3862275730501624,0.6800816950585151,0.43527427233218907,0.3829133389313697,1
32,gene_program,0,0.0,374,0,0,0,0,2.9802322387695312e-08,0.2869446873664856,1.3699837649310076,0.5,0.4,0.0,0.0,0.0,0.0,0.48710486240721,0.3814065320350268,0.5695239003305365,0.5579288025889968,0.38205091959687576,0.6864433739092237,0.43599510149977927,0.3829133389313697,0
33,gene_program,0,0.0,374,0,0,0,0,2.9802322387695312e-08,0.28595954179763794,1.3682627733842827,0.5,0.4,0.0,0.0,0.0,0.0,0.4794773195980585,0.3761336971648791,0.6181433181933753,0.5779935275080906,0.39128045088509145,0.6843239685569004,0.43292281352139395,0.3829133389313697,1
34,gene_program,0,0.0,374,0,0,0,0,2.9802322387695312e-08,0.2857377231121063,1.356521486352991,0.5,0.4,0.0,0.0,0.0,0.0,0.47097425604205995,0.3821254589419538,0.6100308722233779,0.5741100323624595,0.3860662781358002,0.680217774552996,0.4321164585291401,0.3829133389313697,1
35,relation_iter,1,0.5,374,0,0,0,0,0.00379751599393785,0.6777784824371338,0.9096040412231728,0.0,0.0,1.0,1.0,1.0,0.15,0.6475797356163001,0.6370685855907721,0.5533661847306012,0.5359223300970873,0.3907278968687446,0.6711729439015042,0.6364730355506854,0.3829133389313697,1
36,relation_iter,1,0.5,374,0,0,0,0,0.00600660964846611,0.6149545907974243,0.9001895098038661,0.0,0.0,1.0,1.0,1.0,0.15,0.6553431896607128,0.646549145990544,0.6443623159512748,0.6006472491909385,0.3907278968687446,0.6711729439015042,0.6500415857347741,0.3829133389313697,1
37,relation_iter,1,0.5,374,0,0,0,0,0.007617064286023378,0.6018345952033997,0.9039123655837259,0.0,0.0,1.0,1.0,1.0,0.15,0.6551794005809617,0.6516737347644678,0.6348380833506692,0.6135922330097088,0.3907278968687446,0.6711729439015042,0.6521269117822124,0.3829133389313697,1
38,relation_iter,1,0.5,374,0,0,0,0,0.009122324176132679,0.5961502194404602,0.8956107957863514,0.0,0.0,1.0,1.0,1.0,0.15,0.6647695731428713,0.64702361195708,0.6463960254721125,0.6103559870550161,0.3907278968687446,0.6711729439015042,0.6542938555932901,0.3829133389313697,1
39,relation_iter,1,0.5,374,0,0,0,0,0.010491869412362576,0.5859754085540771,0.8931882684613451,0.0,0.0,1.0,1.0,1.0,0.15,0.668636425078487,0.6473584982067404,0.6788291958486466,0.6323624595469256,0.3907278968687446,0.6711729439015042,0.6579712150152188,0.3829133389313697,1
40,relation_iter,1,0.5,374,0,0,0,0,0.011894598603248596,0.5865603089332581,0.8959542334815602,0.0,0.0,1.0,1.0,1.0,0.15,0.67207826902839,0.6413539391502927,0.620659541640663,0.602588996763754,0.3907278968687446,0.6711729439015042,0.6527878163054134,0.3829133389313697,1
41,relation_adapt,1,0.5,102,35,67,67,84,0.011894598603248596,0.8377281427383423,0.965214286910163,0.0,0.4,1.0,1.0,1.0,0.15,0.6034085404413051,0.6224307003094444,0.6312929061784898,0.5941747572815534,0.3907278968687446,0.6711729439015042,0.6151193524736838,0.3829133389313697,1
42,relation_adapt,1,0.5,102,35,67,67,84,0.011894598603248596,0.7608965635299683,0.935820480187734,0.0,0.4,1.0,1.0,1.0,0.15,0.6480870354985717,0.6322648564482196,0.622797627302776,0.5980582524271845,0.3907278968687446,0.6711729439015042,0.6382229755192208,0.3829133389313697,1
43,relation_adapt,1,0.5,102,35,67,67,84,0.011894598603248596,0.7294860482215881,0.9234378161253752,0.0,0.4,1.0,1.0,1.0,0.15,0.6564211656973458,0.6471300837907137,0.633548369854148,0.5915857605177993,0.3907278968687446,0.6711729439015042,0.6501568990501172,0.3829133389313697,1
44,relation_adapt,1,0.5,102,35,67,67,84,0.011894598603248596,0.7183778285980225,0.9183905373384923,0.0,0.4,1.0,1.0,1.0,0.15,0.6607543445959205,0.6465936017810374,0.6367594711416221,0.6110032362459547,0.3907278968687446,0.6711729439015042,0.6518460176083766,0.3829133389313697,1
45,relation_adapt,1,0.5,102,35,67,67,84,0.011894598603248596,0.7070622444152832,0.9163640479982635,0.0,0.4,1.0,1.0,1.0,0.15,0.6653392630813115,0.6500341373371161,0.6455433193490974,0.6220064724919094,0.3907278968687446,0.6711729439015042,0.6560720821736661,0.3829133389313697,1
46,relation_adapt,1,0.5,102,35,67,67,84,0.011894598603248596,0.7055981159210205,0.9137019014652864,0.0,0.4,1.0,1.0,1.0,0.15,0.6705433146620815,0.6440743500950759,0.6341497064466172,0.6284789644012945,0.3907278968687446,0.6711729439015042,0.6543895329374629,0.3829133389313697,1
47,relation_adapt,1,0.5,102,35,67,67,84,0.011894598603248596,0.700716495513916,0.914065925427425,0.0,0.4,1.0,1.0,1.0,0.15,0.6750049396865677,0.6445854761990362,0.6357601327924555,0.6355987055016181,0.3907278968687446,0.6711729439015042,0.6565919997876326,0.3829133389313697,1
48,relation_adapt,1,0.5,102,35,67,67,84,0.011894598603248596,0.6961685419082642,0.9138414287272795,0.0,0.4,1.0,1.0,1.0,0.15,0.6799411781945935,0.6537877631902494,0.6291447079490557,0.6478964401294498,0.3907278968687446,0.6711729439015042,0.6631072249425563,0.3829133389313697,1
49,relation_adapt,1,0.5,102,35,67,67,84,0.011894598603248596,0.6971777081489563,0.913077708085378,0.0,0.4,1.0,1.0,1.0,0.15,0.6834076308818473,0.6387558194683769,0.634741652798003,0.6563106796116505,0.3907278968687446,0.6711729439015042,0.6569057320109604,0.3829133389313697,1
50,relation_adapt,1,0.5,102,35,67,67,84,0.011894598603248596,0.6952080726623535,0.9134736121436696,0.0,0.4,1.0,1.0,1.0,0.15,0.6874573825013085,0.6473418262756745,0.6278196004669117,0.6537216828478964,0.3907278968687446,0.6711729439015042,0.6627116302621848,0.3829133389313697,1
51,relation_iter,2,1.0,374,35,67,67,84,0.024029487743973732,0.6726280450820923,0.9243656775097788,0.0,0.0,1.0,1.0,1.0,0.15,0.6629107574670348,0.6359174406120333,0.5639121477937267,0.6284789644012945,0.3907278968687446,0.6711729439015042,0.6427967303277216,0.3829133389313697,1
52,relation_iter,2,1.0,374,35,67,67,84,0.025029169395565987,0.590968132019043,0.9157270518350012,0.0,0.0,1.0,1.0,1.0,0.15,0.6640203048083718,0.6500955155660315,0.5306891136768139,0.6517799352750809,0.3907278968687446,0.6711729439015042,0.6488053463193941,0.3829133389313697,1
53,relation_iter,2,1.0,374,35,67,67,84,0.026679564267396927,0.5894312858581543,0.9160529061600015,0.0,0.0,1.0,1.0,1.0,0.15,0.665450142317639,0.6528716395662012,0.5429538520213577,0.6537216828478964,0.3907278968687446,0.6711729439015042,0.6515852708435672,0.3829133389313697,1
54,relation_iter,2,1.0,374,35,67,67,84,0.02867073565721512,0.5835071802139282,0.9165019896295336,0.0,0.0,1.0,1.0,1.0,0.15,0.6659621966248628,0.6538913739685932,0.585555931165199,0.6530744336569579,0.3907278968687446,0.6711729439015042,0.6548419807797986,0.3829133389313697,1
55,relation_iter,2,1.0,374,35,67,67,84,0.03065555728971958,0.5844162702560425,0.9150235782434911,0.0,0.0,1.0,1.0,1.0,0.15,0.6672181188058036,0.6315891814089443,0.6096455111758315,0.6491909385113268,0.3907278968687446,0.6711729439015042,0.6449691162057032,0.3829133389313697,1
56,relation_iter,2,1.0,374,35,67,67,84,0.03266015648841858,0.5841212272644043,0.911802378995919,0.0,0.0,1.0,1.0,1.0,0.15,0.6705775684860898,0.6507907499725304,0.6078198316113076,0.6388349514563106,0.3907278968687446,0.6711729439015042,0.6564105623980417,0.3829133389313697,1
57,relation_adapt,2,1.0,102,34,68,68,85,0.03266015648841858,0.6971864700317383,0.9114869640197283,0.0,0.4,1.0,1.0,1.0,0.15,0.6897841082860355,0.6510196703546717,0.5966234137715831,0.654368932038835,0.3907278968687446,0.6711729439015042,0.6637817179391693,0.3829133389313697,1
58,relation_adapt,2,1.0,102,34,68,68,85,0.03266015648841858,0.6869915127754211,0.9118817252877318,0.0,0.4,1.0,1.0,1.0,0.15,0.6929676260601229,0.6591277698371785,0.5977007633543675,0.6608414239482201,0.3907278968687446,0.6711729439015042,0.6694484749594021,0.3829133389313697,1
59,relation_adapt,2,1.0,102,34,68,68,85,0.03266015648841858,0.6830844283103943,0.9124381367071175,0.0,0.4,1.0,1.0,1.0,0.15,0.6949133641808395,0.6533533828870646,0.6035335477197605,0.6634304207119741,0.3907278968687446,0.6711729439015042,0.6675357378217186,0.3829133389313697,1
60,relation_adapt,2,1.0,102,34,68,68,85,0.03266015648841858,0.6842929720878601,0.9123343669337991,0.0,0.4,1.0,1.0,1.0,0.15,0.697351173018611,0.6483619480708946,0.6063860140304649,0.6608414239482201,0.3907278968687446,0.6711729439015042,0.6660648092822818,0.3829133389313697,1
61,relation_adapt,2,1.0,102,34,68,68,85,0.03266015648841858,0.6827359795570374,0.9129147288240033,0.0,0.4,1.0,1.0,1.0,0.15,0.698598870912624,0.6532407183002704,0.6043158270346486,0.6621359223300971,0.3907278968687446,0.6711729439015042,0.6690396698897323,0.3829133389313697,1
62,relation_adapt,2,1.0,102,34,68,68,85,0.03266015648841858,0.6811015605926514,0.9124636080529954,0.0,0.4,1.0,1.0,1.0,0.15,0.7004353641958553,0.6488092108608803,0.6043158270346486,0.656957928802589,0.3907278968687446,0.6711729439015042,0.6674497808325622,0.3829133389313697,1
63,relation_adapt,2,1.0,102,34,68,68,85,0.03266015648841858,0.6800291538238525,0.9129870866551811,0.0,0.4,1.0,1.0,1.0,0.15,0.701112092080552,0.6594272940220435,0.6032384774518642,0.658252427184466,0.3907278968687446,0.6711729439015042,0.6732863981302422,0.3829133389313697,1
64,relation_adapt,2,1.0,102,34,68,68,85,0.03266015648841858,0.6794081330299377,0.9130336359695151,0.0,0.4,1.0,1.0,1.0,0.15,0.7018513128746287,0.6508174752862992,0.6019484027922244,0.6588996763754046,0.3907278968687446,0.6711729439015042,0.6689567570877246,0.3829133389313697,1
65,relation_adapt,2,1.0,102,34,68,68,85,0.03266015648841858,0.6756261587142944,0.9136941251931368,0.0,0.4,1.0,1.0,1.0,0.15,0.7028874455492179,0.6590709214133352,0.597028277627534,0.6595469255663431,0.3907278968687446,0.6711729439015042,0.6734634523054163,0.3829133389313697,1
66,relation_adapt,2,1.0,102,34,68,68,85,0.03266015648841858,0.6744207739830017,0.9131604076903543,0.0,0.4,1.0,1.0,1.0,0.15,0.7039656313040348,0.6578282746249015,0.5805476821995701,0.6614886731391586,0.3907278968687446,0.6711729439015042,0.6722800925265839,0.3829133389313697,1
67,relation_iter,3,2.0,374,34,68,68,85,0.06881776452064514,0.5890573859214783,0.9146158311102125,0.0,0.0,1.0,1.0,1.0,0.15,0.6801289629450901,0.6542305858001753,0.5491506888102998,0.6530744336569579,0.3907278968687446,0.6711729439015042,0.6587134530369124,0.3829133389313697,1
68,relation_iter,3,2.0,374,34,68,68,85,0.07332180440425873,0.5976823568344116,0.9148636238074597,0.0,0.0,1.0,1.0,1.0,0.5,0.6798670708596076,0.6536933652386641,0.5581078953147032,0.6770226537216828,0.3907278968687446,0.6711729439015042,0.6588480987341138,0.3829133389313697,1
69,relation_iter,3,2.0,374,34,68,68,85,0.07830473780632019,0.5954702496528625,0.9158288683420346,0.0,0.0,1.0,1.0,1.0,0.5,0.6806635106866817,0.6572960253392747,0.5519388680858932,0.6608414239482201,0.3907278968687446,0.6711729439015042,0.6607204512321259,0.3829133389313697,1
70,relation_iter,3,2.0,374,34,68,68,85,0.08294198662042618,0.5952853560447693,0.9130007495114832,0.0,0.0,1.0,1.0,1.0,0.5,0.6822840566622871,0.6561031331354994,0.5765257697108384,0.6711974110032363,0.3907278968687446,0.6711729439015042,0.6622024920333142,0.3829133389313697,1
71,relation_iter,3,2.0,374,34,68,68,85,0.08741077780723572,0.5886768102645874,0.9121557705196334,0.0,0.0,1.0,1.0,1.0,0.5,0.6855333824724074,0.6504544790170423,0.5893196120241314,0.6705501618122978,0.3907278968687446,0.6711729439015042,0.6613025647343744,0.3829133389313697,1
72,relation_iter,3,2.0,374,34,68,68,85,0.0925896018743515,0.591002881526947,0.9127864983346727,0.0,0.0,1.0,1.0,1.0,0.5,0.6875427163605761,0.6495027847846867,0.5928792357210549,0.6724919093851133,0.3907278968687446,0.6711729439015042,0.6618354890180747,0.3829133389313697,1
73,relation_adapt,3,2.0,102,32,70,70,87,0.0925896018743515,0.6956332921981812,0.9125658785855328,0.0,0.4,1.0,1.0,1.0,0.5,0.7034591485588189,0.6591558993762063,0.5912272756165776,0.6763754045307443,0.3907278968687446,0.6711729439015042,0.6734026123478922,0.3829133389313697,1
74,relation_adapt,3,2.0,102,32,70,70,87,0.0925896018743515,0.6932709217071533,0.9132121243594605,0.0,0.4,1.0,1.0,1.0,0.5,0.7053007765387618,0.6499837476721358,0.587688599380533,0.6699029126213593,0.3907278968687446,0.6711729439015042,0.6690969273059464,0.3829133389313697,1
75,relation_adapt,3,2.0,102,32,70,70,87,0.0925896018743515,0.6912869215011597,0.9126594670024919,0.0,0.4,1.0,1.0,1.0,0.5,0.7060090686388308,0.6539802407168019,0.5910145505397222,0.6699029126213593,0.3907278968687446,0.6711729439015042,0.6717000116154562,0.3829133389313697,1
76,relation_adapt,3,2.0,102,32,70,70,87,0.0925896018743515,0.6880440711975098,0.9139805558287067,0.0,0.4,1.0,1.0,1.0,0.5,0.7068218641895336,0.656383897599586,0.5926134196657652,0.6724919093851133,0.3907278968687446,0.6711729439015042,0.6734012674934574,0.3829133389313697,1
77,relation_adapt,3,2.0,102,32,70,70,87,0.0925896018743515,0.6850317716598511,0.9135584545724186,0.0,0.4,1.0,1.0,1.0,0.5,0.7076236203893552,0.6505326864200863,0.578038320851536,0.6692556634304208,0.3907278968687446,0.6711729439015042,0.6697763436092825,0.3829133389313697,1
78,relation_adapt,3,2.0,102,32,70,70,87,0.0925896018743515,0.6859664916992188,0.914174927605523,0.0,0.4,1.0,1.0,1.0,0.5,0.7080862902202965,0.6581862209331723,0.5855750728104846,0.6660194174757281,0.3907278968687446,0.6711729439015042,0.6744620642794771,0.3829133389313697,1
79,relation_adapt,3,2.0,102,32,70,70,87,0.0925896018743515,0.6879552602767944,0.9147687192316408,0.0,0.4,1.0,1.0,1.0,0.5,0.7092913509153934,0.6599879668394795,0.5870551192705082,0.6705501618122978,0.3907278968687446,0.6711729439015042,0.6759991927784457,0.3829133389313697,1
80,relation_adapt,3,2.0,102,32,70,70,87,0.0925896018743515,0.6829630136489868,0.9127993256957443,0.0,0.4,1.0,1.0,1.0,0.5,0.7103257175039815,0.6565856569846406,0.5915407652035226,0.6737864077669903,0.3907278968687446,0.6711729439015042,0.6748877470937152,0.3829133389313697,1
81,relation_adapt,3,2.0,102,32,70,70,87,0.0925896018743515,0.6857645511627197,0.9130913584320633,0.0,0.4,1.0,1.0,1.0,0.5,0.70964832669622,0.6562761767886348,0.5883451939301482,0.6621359223300971,0.3907278968687446,0.6711729439015042,0.6742570042294942,0.3829133389313697,1
82,relation_adapt,3,2.0,102,32,70,70,87,0.0925896018743515,0.6835908889770508,0.9143482955885522,0.0,0.4,1.0,1.0,1.0,0.5,0.7109076550419644,0.6495116911735258,0.5880385664424566,0.6673139158576051,0.3907278968687446,0.6711729439015042,0.6711763160175259,0.3829133389313697,1
83,iterative_full,3,2.0,102,32,70,70,87,0.0925896018743515,0.6812282204627991,0.9126578451674662,0.0,0.4,1.0,1.0,1.0,0.5,0.7113421457813398,0.6508156071369728,0.586618111897002,0.6673139158576051,0.3907278968687446,0.6711729439015042,0.6719619762705373,0.3829133389313697,1
84,iterative_full,3,2.0,102,32,70,70,87,0.0925896018743515,0.678982138633728,0.9136596255832248,0.0,0.4,1.0,1.0,1.0,0.5,0.7120068748340831,0.6580995855034736,0.5849874604165223,0.6614886731391586,0.3907278968687446,0.6711729439015042,0.675995991399198,0.3829133389313697,1
85,iterative_full,3,2.0,102,32,70,70,87,0.0925896018743515,0.6778569221496582,0.9134352919496136,0.0,0.4,1.0,1.0,1.0,0.5,0.7115659743916826,0.652423960321222,0.5941805064373714,0.6627831715210356,0.3907278968687446,0.6711729439015042,0.6733504688276558,0.3829133389313697,1
86,iterative_full,3,2.0,102,32,70,70,87,0.0925896018743515,0.6762615442276001,0.9144144243664212,0.0,0.4,1.0,1.0,1.0,0.5,0.7116889017545124,0.6498199910364626,0.5902871680188614,0.6614886731391586,0.3907278968687446,0.6711729439015042,0.6717934940958007,0.3829133389313697,1
87,iterative_full,3,2.0,102,32,70,70,87,0.0925896018743515,0.6792665719985962,0.9132975768159937,0.0,0.4,1.0,1.0,1.0,0.5,0.7118117229266688,0.6554362690785762,0.5942744088482075,0.6588996763754046,0.3907278968687446,0.6711729439015042,0.6750519347671808,0.3829133389313697,1
88,iterative_full,3,2.0,102,32,70,70,87,0.0925896018743515,0.6782285571098328,0.9134227758572425,0.0,0.4,1.0,1.0,1.0,0.5,0.7113162585038132,0.6494091592736203,0.5935766417030719,0.656957928802589,0.3907278968687446,0.6711729439015042,0.6716160520407264,0.3829133389313697,1
89,iterative_full,3,2.0,102,32,70,70,87,0.0925896018743515,0.6754273772239685,0.9139922663017556,0.0,0.4,1.0,1.0,1.0,0.5,0.712065198182318,0.6503146969026263,0.5952213785451772,0.6576051779935275,0.3907278968687446,0.6711729439015042,0.6725005904673553,0.3829133389313697,1
90,iterative_full,3,2.0,102,32,70,70,87,0.0925896018743515,0.6748207211494446,0.9134972458268389,0.0,0.4,1.0,1.0,1.0,0.5,0.7119048244965585,0.6547455072311271,0.5865957197836489,0.6608414239482201,0.3907278968687446,0.6711729439015042,0.6742728856670414,0.3829133389313697,1
91,iterative_full,3,2.0,102,32,70,70,87,0.0925896018743515,0.6744928956031799,0.9141395149407563,0.0,0.4,1.0,1.0,1.0,0.5,0.7126377232875933,0.6500882975150243,0.5847017803897094,0.6601941747572816,0.3907278968687446,0.6711729439015042,0.6719976777081225,0.3829133389313697,1
