epoch,stage,relation_round,relation_scale,relation_active_edges,relation_selected_prior_edges,relation_selected_new_edges,relation_eligible_new_edges,relation_attenuated_prior_edges,relation_mean_abs_change,train_loss,val_loss,lambda_gene,lambda_program,lambda_phenotype,molecular_weight,morphology_weight,clinical_weight,val_binary_auc,val_multiclass_acc,val_os_mean_auc,val_c_index,val_gene_pearson,val_program_mae,val_phenotype_score,gene_retention_floor,gene_protected
32,gene_program,0,0.0,374,0,0,0,0,2.9802322387695312e-08,0.28674960136413574,1.3450118309185828,0.5,0.4,0.0,0.0,0.0,0.0,0.4983022737529509,0.4254671293859831,0.49017636317407487,0.5598705501618123,0.395508540949217,0.7006016059234969,0.4592644967010928,0.39281017131314505,1
33,gene_program,0,0.0,374,0,0,0,0,2.9802322387695312e-08,0.28505200147628784,1.3401697935881438,0.5,0.4,0.0,0.0,0.0,0.0,0.5128414149801177,0.4159103923175211,0.4784717888264799,0.5728155339805825,0.3997292298261653,0.7016727057987626,0.4595032485026467,0.39281017131314505,1
34,gene_program,0,0.0,374,0,0,0,0,2.9802322387695312e-08,0.2849850058555603,1.326767655508018,0.5,0.4,0.0,0.0,0.0,0.0,0.4977514719378699,0.45015496560249374,0.48965087083651165,0.5792880258899676,0.39698010912917925,0.6855662975376539,0.472076815577885,0.39281017131314505,1
35,relation_iter,1,0.5,374,0,0,0,0,0.004496845416724682,0.6785807609558105,0.9111310519553997,0.0,0.0,1.0,1.0,1.0,0.15,0.6445831266291682,0.6440334598717546,0.5649999711069504,0.540453074433657,0.4008267054215766,0.6790256708413681,0.6396107644915834,0.39281017131314505,1
36,relation_iter,1,0.5,374,0,0,0,0,0.007092172745615244,0.6141493916511536,0.9019414090080026,0.0,0.0,1.0,1.0,1.0,0.15,0.6527541959756122,0.6517051427678089,0.6777352327624067,0.5637540453074433,0.4008267054215766,0.6790256708413681,0.6536682876177631,0.39281017131314505,1
37,relation_iter,1,0.5,374,0,0,0,0,0.008777745999395847,0.5999191403388977,0.9072308567571051,0.0,0.0,1.0,1.0,1.0,0.15,0.6528023064122148,0.6558612728560577,0.6531909483854564,0.5812297734627832,0.4008267054215766,0.6790256708413681,0.6544446205279693,0.39281017131314505,1
38,relation_iter,1,0.5,374,0,0,0,0,0.010577518492937088,0.5958077907562256,0.898104672152319,0.0,0.0,1.0,1.0,1.0,0.15,0.6579997148978947,0.6586226851070003,0.639408241453436,0.5825242718446602,0.4008267054215766,0.6790256708413681,0.6572359065706883,0.39281017131314505,1
39,relation_iter,1,0.5,374,0,0,0,0,0.011811282485723495,0.5832906365394592,0.8939726374031585,0.0,0.0,1.0,1.0,1.0,0.15,0.6653977741055394,0.6636797647973126,0.6419905577514273,0.5650485436893203,0.4008267054215766,0.6790256708413681,0.6631113446862362,0.39281017131314505,1
40,relation_iter,1,0.5,374,0,0,0,0,0.012972014956176281,0.5800895690917969,0.8986412547252797,0.0,0.0,1.0,1.0,1.0,0.15,0.6695872341846706,0.6537706680411126,0.6079726036104756,0.5644012944983818,0.4008267054215766,0.6790256708413681,0.6575893679572461,0.39281017131314505,1
41,relation_adapt,1,0.5,102,34,68,68,85,0.012972014956176281,0.830237627029419,0.9615077160022877,0.0,0.4,1.0,1.0,1.0,0.15,0.6313435169795099,0.6199216888572818,0.522113656588771,0.5786407766990291,0.4008267054215766,0.6790256708413681,0.6188713808918164,0.39281017131314505,1
42,relation_adapt,1,0.5,102,34,68,68,85,0.012972014956176281,0.7560390830039978,0.9350166900658313,0.0,0.4,1.0,1.0,1.0,0.15,0.648815734353864,0.6414662627845602,0.5525936568199153,0.594822006472492,0.4008267054215766,0.6790256708413681,0.6392647154328239,0.39281017131314505,1
43,relation_adapt,1,0.5,102,34,68,68,85,0.012972014956176281,0.7262289524078369,0.9273085155604798,0.0,0.4,1.0,1.0,1.0,0.15,0.6518887524914436,0.6538548759180888,0.5503840608603194,0.5967637540453075,0.4008267054215766,0.6790256708413681,0.6469587771507779,0.39281017131314505,1
44,relation_adapt,1,0.5,102,34,68,68,85,0.012972014956176281,0.7172728180885315,0.9259291941736951,0.0,0.4,1.0,1.0,1.0,0.15,0.6543025370177089,0.6478549784012261,0.5653502993319927,0.6051779935275081,0.4008267054215766,0.6790256708413681,0.645656639062764,0.39281017131314505,1
45,relation_adapt,1,0.5,102,34,68,68,85,0.012972014956176281,0.7076119184494019,0.92743937836753,0.0,0.4,1.0,1.0,1.0,0.15,0.6582577525410679,0.650839835861321,0.5770447611122669,0.6129449838187703,0.4008267054215766,0.6790256708413681,0.6495533853912726,0.39281017131314505,1
46,relation_adapt,1,0.5,102,34,68,68,85,0.012972014956176281,0.7064051628112793,0.9253102643990222,0.0,0.4,1.0,1.0,1.0,0.15,0.6620821393963173,0.6453215569538946,0.571095321059566,0.6148867313915858,0.4008267054215766,0.6790256708413681,0.6478567240834612,0.39281017131314505,1
47,relation_adapt,1,0.5,102,34,68,68,85,0.012972014956176281,0.7015083432197571,0.9273743510246277,0.0,0.4,1.0,1.0,1.0,0.15,0.6663576525540886,0.653033159931997,0.5789914303215218,0.6407766990291263,0.4008267054215766,0.6790256708413681,0.6541643198581245,0.39281017131314505,1
48,relation_adapt,1,0.5,102,34,68,68,85,0.012972014956176281,0.6972026824951172,0.9270908847267245,0.0,0.4,1.0,1.0,1.0,0.15,0.6705978237461568,0.6584808257151331,0.5758438937429211,0.6530744336569579,0.4008267054215766,0.6790256708413681,0.6586091818471891,0.39281017131314505,1
49,relation_adapt,1,0.5,102,34,68,68,85,0.012972014956176281,0.6980147361755371,0.9283996303876241,0.0,0.4,1.0,1.0,1.0,0.15,0.6739647954869893,0.6461246074080012,0.5791333674271317,0.6537216828478964,0.4008267054215766,0.6790256708413681,0.6536475530887097,0.39281017131314505,1
50,relation_adapt,1,0.5,102,34,68,68,85,0.012972014956176281,0.6959762573242188,0.9296524283326703,0.0,0.4,1.0,1.0,1.0,0.15,0.6781666075192566,0.6610874548910384,0.5807322365531749,0.6576051779935275,0.4008267054215766,0.6790256708413681,0.6633932696004304,0.39281017131314505,1
51,relation_iter,2,1.0,374,34,68,68,85,0.025988804176449776,0.6666426658630371,0.9410345339480741,0.0,0.0,1.0,1.0,1.0,0.15,0.6552151913746835,0.6490213766217392,0.6233635699096225,0.598705501618123,0.4008267054215766,0.6790256708413681,0.6500624881840036,0.39281017131314505,1
52,relation_iter,2,1.0,374,34,68,68,85,0.027616463601589203,0.5870459079742432,0.9326375661072908,0.0,0.0,1.0,1.0,1.0,0.15,0.6554607658930086,0.6562491533816623,0.5953232265446224,0.6135922330097088,0.4008267054215766,0.6790256708413681,0.6523406451900379,0.39281017131314505,1
53,relation_iter,2,1.0,374,34,68,68,85,0.02961394377052784,0.5858380794525146,0.931753870734462,0.0,0.0,1.0,1.0,1.0,0.15,0.65758028639762,0.6557255113011159,0.6090337008529229,0.6233009708737864,0.4008267054215766,0.6790256708413681,0.6537426651380178,0.39281017131314505,1
54,relation_iter,2,1.0,374,34,68,68,85,0.03165040537714958,0.5793559551239014,0.9325723921811139,0.0,0.0,1.0,1.0,1.0,0.15,0.6584312940833786,0.66042310339171,0.5863923849478769,0.6097087378640776,0.4008267054215766,0.6790256708413681,0.6552481984739362,0.39281017131314505,1
55,relation_iter,2,1.0,374,34,68,68,85,0.03345128521323204,0.5785378217697144,0.9299861587124106,0.0,0.0,1.0,1.0,1.0,0.15,0.6614573078304693,0.6460552116883146,0.6031160431546587,0.6174757281553398,0.4008267054215766,0.6790256708413681,0.6498714178331044,0.39281017131314505,1
56,relation_iter,2,1.0,374,34,68,68,85,0.03584148362278938,0.5803828239440918,0.9265614480148127,0.0,0.0,1.0,1.0,1.0,0.15,0.6625719566785573,0.6674058938328938,0.5779491135612418,0.6187702265372168,0.4008267054215766,0.6790256708413681,0.6601532855768935,0.39281017131314505,1
57,relation_adapt,2,1.0,102,35,67,67,84,0.03584148362278938,0.6972548365592957,0.9270676137488565,0.0,0.4,1.0,1.0,1.0,0.15,0.6851587114894233,0.6583468848253191,0.5860095520421607,0.6692556634304208,0.4008267054215766,0.6790256708413681,0.6651319115232939,0.39281017131314505,1
58,relation_adapt,2,1.0,102,35,67,67,84,0.03584148362278938,0.6877113580703735,0.928384648281851,0.0,0.4,1.0,1.0,1.0,0.15,0.6877448374569027,0.6557594607174579,0.5843648152000555,0.6679611650485436,0.4008267054215766,0.6790256708413681,0.6647302249326763,0.39281017131314505,1
59,relation_adapt,2,1.0,102,35,67,67,84,0.03584148362278938,0.6842008233070374,0.9291243744485173,0.0,0.4,1.0,1.0,1.0,0.15,0.6900547307397799,0.6588987335180648,0.5862244440977279,0.6802588996763754,0.4008267054215766,0.6790256708413681,0.6674527153493394,0.39281017131314505,1
60,relation_adapt,2,1.0,102,35,67,67,84,0.03584148362278938,0.684810221195221,0.9297155224246744,0.0,0.4,1.0,1.0,1.0,0.15,0.6922521686425535,0.6530688851488639,0.5794468570140767,0.6731391585760518,0.4008267054215766,0.6790256708413681,0.6648724708148075,0.39281017131314505,1
61,relation_adapt,2,1.0,102,35,67,67,84,0.03584148362278938,0.6847755312919617,0.9298378957642449,0.0,0.4,1.0,1.0,1.0,0.15,0.693262054754354,0.6612267766526603,0.5810915938561819,0.6770226537216828,0.4008267054215766,0.6790256708413681,0.6697039392359179,0.39281017131314505,1
62,relation_adapt,2,1.0,102,35,67,67,84,0.03584148362278938,0.6827042102813721,0.9308081097073025,0.0,0.4,1.0,1.0,1.0,0.15,0.6955654370621395,0.6592209482923305,0.5844291022351663,0.6744336569579288,0.4008267054215766,0.6790256708413681,0.6697868056647717,0.39281017131314505,1
63,relation_adapt,2,1.0,102,35,67,67,84,0.03584148362278938,0.6810657978057861,0.9305408557256063,0.0,0.4,1.0,1.0,1.0,0.15,0.6970059843519651,0.6638613156344504,0.5851268693803018,0.6776699029126214,0.4008267054215766,0.6790256708413681,0.6728776823855359,0.39281017131314505,1
64,relation_adapt,2,1.0,102,35,67,67,84,0.03584148362278938,0.6798479557037354,0.930099720130732,0.0,0.4,1.0,1.0,1.0,0.15,0.697625998028501,0.6566942431332902,0.5820616779927421,0.6828478964401294,0.4008267054215766,0.6790256708413681,0.6691583442583449,0.39281017131314505,1
65,relation_adapt,2,1.0,102,35,67,67,84,0.03584148362278938,0.6771163940429688,0.9317217725294608,0.0,0.4,1.0,1.0,1.0,0.15,0.6995362802919571,0.6597383532870311,0.5846898620067956,0.6809061488673139,0.4008267054215766,0.6790256708413681,0.6717111178608104,0.39281017131314505,1
66,relation_adapt,2,1.0,102,35,67,67,84,0.03584148362278938,0.6751653552055359,0.9318426026238336,0.0,0.4,1.0,1.0,1.0,0.15,0.7004540795346497,0.6588038278477485,0.5858975914753947,0.6899676375404531,0.4008267054215766,0.6790256708413681,0.6716653293439812,0.39281017131314505,1
67,relation_iter,3,2.0,374,35,67,67,84,0.07412635535001755,0.5856854915618896,0.9341574733639941,0.0,0.0,1.0,1.0,1.0,0.15,0.6705803746806963,0.6648646838109007,0.5551882526639391,0.6368932038834951,0.4008267054215766,0.6790256708413681,0.6607666488074658,0.39281017131314505,1
68,relation_iter,3,2.0,374,35,67,67,84,0.07920549064874649,0.594983696937561,0.9326455304652085,0.0,0.0,1.0,1.0,1.0,0.5,0.6730372754831804,0.6615214459062027,0.5482004686452627,0.6511326860841424,0.4008267054215766,0.6790256708413681,0.6595973182460794,0.39281017131314505,1
69,relation_iter,3,2.0,374,35,67,67,84,0.08392193913459778,0.5905802845954895,0.9321126425707782,0.0,0.0,1.0,1.0,1.0,0.5,0.6752651012512939,0.662379091141372,0.5532347213554307,0.6407766990291263,0.4008267054215766,0.6790256708413681,0.6612648382580492,0.39281017131314505,1
70,relation_iter,3,2.0,374,35,67,67,84,0.08725644648075104,0.5899635553359985,0.9313570623044615,0.0,0.0,1.0,1.0,1.0,0.5,0.6773624144900899,0.6668241408271984,0.5766785417100062,0.6498381877022654,0.4008267054215766,0.6790256708413681,0.6658607476814953,0.39281017131314505,1
71,relation_iter,3,2.0,374,35,67,67,84,0.09165269136428833,0.5871142148971558,0.9309205349580741,0.0,0.0,1.0,1.0,1.0,0.5,0.6795468625502854,0.6574344975255374,0.581187302082611,0.6744336569579288,0.4008267054215766,0.6790256708413681,0.6620544598626145,0.39281017131314505,1
72,relation_iter,3,2.0,374,35,67,67,84,0.09564048051834106,0.5886806845664978,0.9307361723464213,0.0,0.0,1.0,1.0,1.0,0.5,0.6824617533877326,0.6574230918180501,0.5755329322978064,0.6595469255663431,0.4008267054215766,0.6790256708413681,0.6629160607279051,0.39281017131314505,1
73,relation_adapt,3,2.0,102,37,65,65,82,0.09564048051834106,0.695608377456665,0.929775317804313,0.0,0.4,1.0,1.0,1.0,0.5,0.7039277585315424,0.6635496311201436,0.5890223747775235,0.7048543689320388,0.4008267054215766,0.6790256708413681,0.6757919626223301,0.39281017131314505,1
74,relation_adapt,3,2.0,102,37,65,65,82,0.09564048051834106,0.6945777535438538,0.9315015569145297,0.0,0.4,1.0,1.0,1.0,0.5,0.7043776327504538,0.6580975165032182,0.5878146453089245,0.7022653721682848,0.4008267054215766,0.6790256708413681,0.6730197484171214,0.39281017131314505,1
75,relation_adapt,3,2.0,102,37,65,65,82,0.09564048051834106,0.691916823387146,0.9302242279052735,0.0,0.4,1.0,1.0,1.0,0.5,0.7044713278596786,0.6628652720403152,0.5888919948917088,0.7009708737864078,0.4008267054215766,0.6790256708413681,0.6756458081336645,0.39281017131314505,1
76,relation_adapt,3,2.0,102,37,65,65,82,0.09564048051834106,0.6895022988319397,0.9315744778256357,0.0,0.4,1.0,1.0,1.0,0.5,0.7049268915580404,0.6636439891604808,0.585154678940434,0.7048543689320388,0.4008267054215766,0.6790256708413681,0.6760258130759438,0.39281017131314505,1
77,relation_adapt,3,2.0,102,37,65,65,82,0.09564048051834106,0.6877734065055847,0.9307490716745824,0.0,0.4,1.0,1.0,1.0,0.5,0.7066799442505769,0.6531897931548626,0.5852850588262488,0.7087378640776699,0.4008267054215766,0.6790256708413681,0.6712207533514147,0.39281017131314505,1
78,relation_adapt,3,2.0,102,37,65,65,82,0.09564048051834106,0.6873526573181152,0.9311788946022223,0.0,0.4,1.0,1.0,1.0,0.5,0.7071017767522402,0.6652484299100316,0.5869662731433327,0.7042071197411003,0.4008267054215766,0.6790256708413681,0.6778773282117235,0.39281017131314505,1
79,relation_adapt,3,2.0,102,37,65,65,82,0.09564048051834106,0.6894064545631409,0.9313214929015549,0.0,0.4,1.0,1.0,1.0,0.5,0.7076091234001215,0.6685928745836027,0.5843861238240529,0.7087378640776699,0.4008267054215766,0.6790256708413681,0.6797050505221957,0.39281017131314505,1
80,relation_adapt,3,2.0,102,37,65,65,82,0.09564048051834106,0.6847859025001526,0.9310641441816165,0.0,0.4,1.0,1.0,1.0,0.5,0.7086446401183749,0.6634030343173802,0.5837822590897535,0.713915857605178,0.4008267054215766,0.6790256708413681,0.6773483558102824,0.39281017131314505,1
81,relation_adapt,3,2.0,102,37,65,65,82,0.09564048051834106,0.6873258352279663,0.9306633956638384,0.0,0.4,1.0,1.0,1.0,0.5,0.7079735848470611,0.665893554450056,0.5808499757298384,0.7113268608414239,0.4008267054215766,0.6790256708413681,0.6782180623358688,0.39281017131314505,1
82,relation_adapt,3,2.0,102,37,65,65,82,0.09564048051834106,0.6847168207168579,0.932183563709259,0.0,0.4,1.0,1.0,1.0,0.5,0.7099376312705069,0.6613838726448472,0.5795599010701985,0.7113268608414239,0.4008267054215766,0.6790256708413681,0.6765634219863159,0.39281017131314505,1
83,iterative_full,3,2.0,102,37,65,65,82,0.09564048051834106,0.6829867362976074,0.9302437030238869,0.0,0.4,1.0,1.0,1.0,0.5,0.7100412598720854,0.6572134377750756,0.580163765804498,0.7197411003236246,0.4008267054215766,0.6790256708413681,0.674433736757928,0.39281017131314505,1
84,iterative_full,3,2.0,102,37,65,65,82,0.09564048051834106,0.679979681968689,0.9317594846089681,0.0,0.4,1.0,1.0,1.0,0.5,0.7112069698474445,0.664449692466344,0.5808980104246122,0.7171521035598706,0.4008267054215766,0.6790256708413681,0.6787878842090481,0.39281017131314505,1
85,iterative_full,3,2.0,102,37,65,65,82,0.09564048051834106,0.6790492534637451,0.9310113608101268,0.0,0.4,1.0,1.0,1.0,0.5,0.7104811921582664,0.6619770054868528,0.5813714952730971,0.7158576051779936,0.4008267054215766,0.6790256708413681,0.6772078170448609,0.39281017131314505,1
86,iterative_full,3,2.0,102,37,65,65,82,0.09564048051834106,0.6788902878761292,0.9310266000253183,0.0,0.4,1.0,1.0,1.0,0.5,0.7110793542206604,0.660944341253315,0.5873689700205719,0.7132686084142394,0.4008267054215766,0.6790256708413681,0.6772602071085311,0.39281017131314505,1
87,iterative_full,3,2.0,102,37,65,65,82,0.09564048051834106,0.6810986399650574,0.9299314264897947,0.0,0.4,1.0,1.0,1.0,0.5,0.7111017403522366,0.662507081725864,0.5863280979127661,0.7152103559870551,0.4008267054215766,0.6790256708413681,0.6780355303477177,0.39281017131314505,1
88,iterative_full,3,2.0,102,37,65,65,82,0.09564048051834106,0.6799079775810242,0.9297375372898431,0.0,0.4,1.0,1.0,1.0,0.5,0.7112765221997678,0.6618101079361902,0.5801178980884358,0.713915857605178,0.4008267054215766,0.6790256708413681,0.6773732073477955,0.39281017131314505,1
89,iterative_full,3,2.0,102,37,65,65,82,0.09564048051834106,0.6760913729667664,0.9305692794882221,0.0,0.4,1.0,1.0,1.0,0.5,0.7119836764162348,0.6600081541346066,0.5801543755634145,0.7171521035598706,0.4008267054215766,0.6790256708413681,0.6767125586875599,0.39281017131314505,1
90,iterative_full,3,2.0,102,37,65,65,82,0.09564048051834106,0.6737613677978516,0.9294986605644227,0.0,0.4,1.0,1.0,1.0,0.5,0.7120113290519473,0.6622973014075252,0.5818930148163558,0.7197411003236246,0.4008267054215766,0.6790256708413681,0.6780381194616301,0.39281017131314505,1
91,iterative_full,3,2.0,102,37,65,65,82,0.09564048051834106,0.6767303347587585,0.9301966858498845,0.0,0.4,1.0,1.0,1.0,0.5,0.7129556105138144,0.6634099000798902,0.5801178980884358,0.7190938511326861,0.4008267054215766,0.6790256708413681,0.6789115454355382,0.39281017131314505,1
