case_id,ESR-mediated signaling (Reactome R-HSA-8939211),Nuclear Receptor transcription pathway (Reactome R-HSA-383280),Signaling by ERBB2 (Reactome R-HSA-1227986),Signaling by EGFR (Reactome R-HSA-177929),PIP3 activates AKT signaling (Reactome R-HSA-1257604),G2/M Transition (Reactome R-HSA-69275),Mitotic Spindle Checkpoint (Reactome R-HSA-69618),p53-Dependent G1 DNA Damage Response (Reactome R-HSA-69563),DNA Double-Strand Break Repair (Reactome R-HSA-5693532),Adherens junctions interactions (Reactome R-HSA-418990),Tight junction interactions (Reactome R-HSA-420029),Signaling by TGF-beta Receptor Complex (Reactome R-HSA-170834),Degradation of the extracellular matrix (Reactome R-HSA-1474228),Integrin cell surface interactions (Reactome R-HSA-216083),Collagen formation (Reactome R-HSA-1474290),TCR signaling (Reactome R-HSA-202403),Signaling by the B Cell Receptor (BCR) (Reactome R-HSA-983705),Interferon gamma signaling (Reactome R-HSA-877300),Co-inhibition by PD-1 (Reactome R-HSA-389948),Cellular response to hypoxia (Reactome R-HSA-1234174),RIPK1-mediated regulated necrosis (Reactome R-HSA-5213460),Signaling by BMP (Reactome R-HSA-201451)
TCGA-A2-A04N,87.65283256454833,64.12416659111639,47.99448351315388,25.603910469012646,34.940684575977514,-46.19938149156111,-69.00164540199358,4.100835381616946,3.913803253274125,93.97127141574637,20.12161015415751,20.063427766438764,6.874626639204024,19.101723494101748,103.25792222042011,-83.14939323677821,-63.02533927462727,8.566540124638237,-73.16227985929216,38.4870096461037,-27.82370168746678,-13.363463936783717
TCGA-A2-A04P,36.378434344078784,-0.5427639779599644,51.38095300758073,24.59642190486133,41.71285724654243,24.37110746101706,-4.402829142581368,-15.99013324405,-16.62425789903449,91.80963958097541,30.82431003077403,-1.9938459784495421,9.19051526666297,17.55135635980602,106.34877420391572,-66.12310460033798,-27.771208134746146,52.52292234572286,-58.51193666439994,28.741038433086516,-26.893570155914915,-39.74881850897857
TCGA-A2-A04Q,38.995220192132905,7.5179187684368,34.30536326154001,12.620544639411378,15.898309281154695,7.730146507727454,-34.93144143844421,-6.717577269700001,-8.255649881061004,89.34326083731133,-7.698069942233502,3.4923613542849523,32.673523816927485,17.67377452964152,89.93481934491214,-13.995162558333803,-19.299251632499093,83.24025067056166,-19.26489949558082,25.061354955689808,-20.763637414762073,-34.129761692421226
TCGA-A2-A04R,87.16609831758748,53.53890136214409,53.51914940297206,34.608309039597145,17.998116462722862,20.363358383884645,-18.282673691178573,-16.940163195080643,5.456389124633375,88.93880762694675,33.94342876844652,17.601836423032097,-12.720590216897023,38.86403420580697,97.49230401570202,-98.24801821849582,-99.00784351487579,-16.905250978731345,-79.24254396205654,26.781978727146424,-37.62854748093406,-5.9179059569329695
TCGA-A2-A04T,43.679667989358165,21.101529362296162,35.607343176956135,28.39521484553069,17.73554856241134,37.4287192659927,6.394618712685002,20.85218540935344,3.3136215537566898,99.04186944174617,26.028544600385487,8.678631061107495,-1.9896228419215447,22.03551983503945,91.71446419439349,-61.671891212641796,-71.92063504105813,27.192165073197998,-52.52985985961196,32.431256001543176,-36.004705913497986,-27.65512705128748
TCGA-A2-A04U,28.502664747471925,-2.969282820663551,34.11979187569415,28.29421786864623,7.287715339012323,44.65858171215035,22.313150093201017,18.257784737753667,7.103945302287599,88.50987203618769,23.96838738596412,2.2449270310366956,13.249783850014296,20.175354057122803,103.22866701724169,-80.50579003601463,-79.67073681974806,3.5152770368705433,-72.44580338650947,58.75976629324356,-23.96364402988327,-27.88809542063467
TCGA-A2-A04V,78.80851893318624,36.86148882107648,48.293993830354,31.25604667126271,32.14340470130696,-2.3000157814493605,-36.19535704036052,-2.7901643972745376,-9.675834934724264,89.0420019792193,2.1953471818618198,14.770887498944774,15.597634776240483,26.074423711423123,104.84005285586358,-82.06862119994258,-74.12753087990652,8.011997300057715,-72.95691191923876,25.683214322636303,-29.201896902550843,-2.993668110269624
TCGA-A2-A04W,53.4013127746305,14.402003072371656,49.80423439003661,18.82644741612299,25.030985522427812,1.585638144651341,-38.55530734547618,-4.299652609359015,-17.52092670166674,85.6556828109342,31.182336187898983,18.285612449652234,9.742835539494479,40.072564259615206,106.91497113740056,-84.0721563634028,-85.6076901369769,7.335548072773577,-81.45018312207941,56.55109694359018,-26.160869301243622,-18.267783738193728
TCGA-A2-A04X,77.58065223604004,34.700527121772325,57.10214582092874,35.570448279359795,20.594370930268383,5.2541045980217405,-45.2069664613432,-2.0409270229540653,-2.237567618704105,80.60540732181366,6.055323557541271,-8.64816826630468,-6.122236100702878,20.00892953287692,97.52053242620099,-48.91140510221727,-63.405878085669016,60.19130779395036,-45.00705635376269,19.393853364732337,-13.97542285923214,-26.18718236453195
TCGA-A2-A04Y,72.3879723511561,28.898832056480217,47.20152843813324,25.619275816276087,28.03233662488097,8.22730268489255,-40.83605115330883,12.4945036585151,4.927086683541148,94.93853617446044,17.356030039594884,6.83351658426659,2.883069424681537,11.27124769052324,90.16082636470179,-60.601728608807235,-74.29348389087171,37.730487033161666,-53.99985271884803,22.683897906006933,-24.956670539242637,-20.818614627991423
