case_id,ESR-mediated signaling (Reactome R-HSA-8939211),Nuclear Receptor transcription pathway (Reactome R-HSA-383280),Signaling by ERBB2 (Reactome R-HSA-1227986),Signaling by EGFR (Reactome R-HSA-177929),PIP3 activates AKT signaling (Reactome R-HSA-1257604),G2/M Transition (Reactome R-HSA-69275),Mitotic Spindle Checkpoint (Reactome R-HSA-69618),p53-Dependent G1 DNA Damage Response (Reactome R-HSA-69563),DNA Double-Strand Break Repair (Reactome R-HSA-5693532),Adherens junctions interactions (Reactome R-HSA-418990),Tight junction interactions (Reactome R-HSA-420029),Signaling by TGF-beta Receptor Complex (Reactome R-HSA-170834),Degradation of the extracellular matrix (Reactome R-HSA-1474228),Integrin cell surface interactions (Reactome R-HSA-216083),Collagen formation (Reactome R-HSA-1474290),TCR signaling (Reactome R-HSA-202403),Signaling by the B Cell Receptor (BCR) (Reactome R-HSA-983705),Interferon gamma signaling (Reactome R-HSA-877300),Co-inhibition by PD-1 (Reactome R-HSA-389948),Cellular response to hypoxia (Reactome R-HSA-1234174),RIPK1-mediated regulated necrosis (Reactome R-HSA-5213460),Signaling by BMP (Reactome R-HSA-201451)
TCGA-AC-A3QQ,70.27948556932532,38.692748690443494,54.273005259272395,20.582044564268045,4.138729648811591,20.93920704543001,-18.55256243427428,19.49598599835204,-14.930978413064636,83.70634590448631,34.04044116961177,11.507974213851867,6.771360008339286,25.584465954787845,85.24352356884523,-72.25903382701205,-59.351946776494316,5.842364450809072,-63.13873614428033,33.16328313816669,9.877104596616363,-28.178795232740114
TCGA-AC-A3TM,56.45356045849087,31.27897706952737,52.683679498820595,23.651161215963782,13.006957578208187,22.978547866393313,-13.71184831725067,27.404935623483027,-11.325544334800014,87.54059519637681,23.581546968169278,11.619926095258904,7.482494242603792,30.51578910371316,94.4342565262694,-67.00667789503872,-77.18651777473083,9.563870808862447,-56.111106066898046,21.1109781974817,4.581311494171388,-35.854756739005154
TCGA-AC-A3TN,69.85763898489003,42.90947172123691,59.88358406713823,24.17570391147234,21.438825722511382,-40.33839702784343,-67.67054903924192,14.679959252735188,2.1029135088281237,86.97650123438825,25.444624396400002,16.511931865433127,5.675819525484087,28.958255106244906,92.41051447564541,-71.29310060295437,-79.59195386354504,9.337674948446221,-65.12334378646445,43.72188404800502,4.087288929162639,-13.00671649788299
TCGA-AC-A3W5,57.13647715795517,20.425407710402993,51.67190458928303,26.265628236486066,21.754063427002023,-9.464061979500599,-52.63429989664081,-17.382493055777516,-21.499448617190154,84.00510500014829,14.146276578046297,12.557038143600721,45.09099046527132,20.84081659347089,107.17148099982731,-49.3809679810369,-71.15275173096235,45.51139657433333,-58.32175163317656,33.817734144529766,-26.144117514983066,-21.555986984610485
TCGA-AC-A3W6,67.04957031204341,30.93085213044924,37.763914582348974,24.08367107470505,31.77137541248976,-35.16081953268831,-64.80818539494372,7.660368362635779,-15.692590136892022,78.64701934453612,3.337907345521444,29.654512684402533,7.722151889623433,28.666625831878463,107.6079230116687,-30.635099107232065,-67.90356537642216,38.02102690790883,-42.129206512851326,31.123630888987236,-13.03615917935285,-9.834309711100616
TCGA-AC-A3W7,78.14196146114793,50.62280041972352,51.98152910542066,24.218740114535308,29.69652253306188,-39.41460073659947,-61.59882231112253,2.2747088206706962,-7.926191196422025,95.40302474406087,22.68640614286383,18.489973818715356,3.0909302940274017,41.96467138452948,95.02778573644065,-80.36410122324634,-83.48268136152097,9.282557968630812,-81.54258005579666,44.64520348951342,-22.19907941034451,-5.776385668099778
TCGA-AC-A3YI,63.816717156333084,27.661998286003126,47.160851650750374,21.53142606599897,28.30709854069437,-72.5612779963517,-96.62602422530654,-2.1671563221585757,-13.21987299953004,95.70694902977294,6.732184803403101,37.78810260105112,37.166908690885606,55.36018043786126,99.80685654228279,-73.98950384563413,-72.21551031818798,18.40515509540623,-74.79334728255309,34.337288353628196,-19.629548407906313,-21.45658042547838
TCGA-AC-A3YJ,74.77560590293061,49.893193544877164,50.55788792236123,30.351537376219113,21.391108849426132,-30.181001504461335,-58.23815117330393,20.962065501856927,-1.5674242782748706,92.69773625868308,33.93192363943598,10.692446283223148,-11.42050577574605,33.17214807488375,76.70439106846001,-70.47484085219753,-56.84454182864201,13.345146580201458,-63.12224944132072,46.36793965304105,-9.354504093112382,-32.306447792291834
TCGA-AC-A4ZE,92.487946863583,70.21627873443273,61.55475569887088,34.34214451803305,30.5045302886696,-9.935773767417004,-44.10878147854166,0.014749185021003086,8.545147481337608,92.43201468969528,27.24838952206889,26.34531981276257,-35.1850638297194,11.698740344719823,85.163028520838,-72.18407242998752,-83.75511663911111,-5.241642962278831,-67.60578333111111,43.15655038828817,-13.36667954217404,-4.4797561728092035
TCGA-AC-A5EH,64.36827475479106,21.46737055023479,42.87177834442775,22.38829893937418,20.780228599529494,-6.441459847221523,-54.73190016642555,0.016263311058452246,-13.14729849563308,94.66510701803062,27.182214824526795,7.401826616345204,20.510357954271456,41.78311219624368,112.28131352594761,-79.72848804669108,-82.28032894376867,16.282624013417575,-74.80317730716455,43.4791163929487,-33.557271175955364,-33.26084592138669
TCGA-AC-A5XS,62.833722939117564,25.78814361336896,43.34735156972437,19.679698219920425,20.523843357059803,-16.75172570821114,-53.00633384227429,16.6788121528036,-5.642993237882877,87.75080111918845,39.82703531074324,7.847151135469147,9.05464788945153,17.446829124734904,87.91853809781765,-54.7405593511953,-62.34329293223075,44.476074811777465,-57.25621749408943,44.721348611782474,-4.457318386284811,-19.678533801021928
TCGA-AC-A5XU,79.19899948209454,50.178685083530326,43.97104258011623,20.19964413659747,17.081308487563888,12.887117925719537,-24.699590682108393,18.625977506163224,-8.471279397034806,88.91306059825757,16.444546107210215,14.350771246890815,10.08881294387848,24.005846548454997,102.42568388615314,-81.32511189245997,-87.20484351086905,5.327424137664167,-69.97602274632564,29.920676424986567,-27.51046838506946,-20.070181298713294
TCGA-AC-A62V,65.20651253223286,19.576768932308738,48.52826240252935,35.168207110990835,1.6957450706507302,37.46202862271059,2.0136187007399826,10.433466210691591,-0.18652096478277258,88.10682908303122,39.61374492281516,9.987229056550433,12.422997487498435,21.433899408838528,100.50313702510965,-76.17357477269047,-87.86824972352767,-17.559356606568812,-68.90767429152537,31.031794401680372,-11.474042008690361,-28.341029824529045
TCGA-AC-A62X,48.85382741521505,7.288891834418877,45.989058318609466,30.67187777127384,23.654530425608982,33.29460321125151,-1.231772920055107,21.150267604366775,6.29446335636942,100.77274929233312,27.82503711204521,-6.509616052063137,-23.519732434406322,19.472326256521143,88.31037980441698,-91.57096951207433,-77.94238136154563,43.1404898363005,-67.4962661256592,36.2026303052678,-7.983400841570557,-20.345005912238165
TCGA-AC-A62Y,65.31823956996112,40.719287344615395,40.50923487501905,17.421899010881987,22.416161701146194,-30.380415286023876,-72.97683647794275,14.916252647606825,-5.066486556513155,95.40871552280942,20.293288272902345,12.949353999680227,16.04682088666152,31.537007252401878,90.61278426105403,-77.04109520683275,-67.74451272958935,31.897115544451225,-75.84726956849163,35.89710025858861,-18.01268567936863,-7.844736322835672
TCGA-AC-A6IV,75.49527851071224,44.522362683394164,48.83536345209552,29.690258668225056,31.577671450133522,-40.17508922517011,-62.572693788285605,1.2876621617022295,-12.31362362374162,79.8833340988997,10.642665008835763,32.846204905553805,7.728566024144271,40.89739102785214,100.7821212333096,-42.175643033831776,-71.37211634296257,20.908338663974888,-51.81023584657491,29.19962017331838,-23.289160231733874,-18.71338404257598
TCGA-AC-A6IW,33.72782290144323,2.4716908755214035,33.14427432616256,28.244093952254957,22.47359215117382,53.67917936079019,29.476665233290134,9.085889386076332,5.5280865402865516,80.50304089738958,32.884720569302345,-2.3319590616776793,0.5267688511540882,-3.5896852260989647,67.60302616623366,-37.35913704420264,-30.807919779517533,74.66093537745763,-36.200069893935805,18.133094572113293,-18.12105302805095,-52.1637761286385
TCGA-AC-A6IX,78.73468940167723,44.431124898315744,48.99850967608134,30.10640386777169,30.304278895725872,-39.614030759937805,-66.02130864487548,6.76420556696047,-7.219320472218044,80.44236047961263,9.126406441328754,23.37456270981349,8.368838056936454,31.447915559224043,102.45090999512962,-65.18927684616317,-64.40519473970313,21.638151419688626,-63.852742927679415,36.937824620696404,-7.4346617201863126,-24.961420730808115
TCGA-AC-A6NO,80.11323135564948,56.337819721120894,52.58593598396541,20.809438277252553,26.50110979002696,-15.46920712903254,-43.398240162060716,14.31759839167961,8.58070915559827,95.26616639466766,30.25887022664361,3.3236985163503903,-12.286926069378808,38.942213103342425,91.46373629708626,-86.60374428388076,-83.76778292218515,6.782307390678909,-69.78898018134903,32.869787782320486,-22.187253793963038,-17.920759329020285
TCGA-AC-A7VB,88.02072128008717,52.78265751295359,47.51431657433895,39.71651367994227,22.79449434753684,31.19335370779592,2.0528477391831927,1.2499756773317756,21.679771221304918,95.2395520345261,30.030828065262625,10.489898461760788,-40.853550228725084,8.138215713359983,79.50415879472493,-90.25958115429006,-89.09378220295125,-11.819414177357885,-76.80618057801168,48.4166817416706,-26.42669870683268,-12.622341748003748
TCGA-AC-A7VC,26.080023681352003,8.165355682200726,33.68524792941122,39.41526843941466,13.325359770739567,21.85825491329564,-10.815563809107118,20.80570150164354,0.7794278615095322,67.05361780906827,-61.37435095533806,35.26029738331064,40.88402476171916,38.36412557598811,124.01073623119655,-58.584963296617445,-80.90000788044019,3.2607874005645385,-73.98531960528408,37.93344570083789,-16.659089031569195,-19.60550199601728
TCGA-AC-A8OP,86.5765607890688,54.005943664243716,58.31481198917231,39.20910988040376,33.93357466936769,-29.668952974909672,-59.9825077564259,-9.930835736119661,-3.291149867352715,91.38972055714618,28.606779389751665,21.119594121898814,-4.412746811235735,24.915884067452907,95.28071114918404,-67.13556006107338,-76.61736328077662,4.33305430883064,-69.05179457969592,41.429030412819316,-25.03388877066017,-11.154329846647045
TCGA-AC-A8OQ,39.91575383424794,19.619945239199012,45.07377218688336,18.173490323805765,21.591947325113495,16.796377263184297,-16.822260748106615,-11.735837045994714,4.479376056071004,100.31543530885853,23.18470796878003,9.015570493758275,11.877363636396495,32.727588441687686,99.87145665558677,-52.002900138107435,-46.204671783440006,37.67523940227227,-61.51117312989233,39.46080060690909,-23.208190885974275,-43.49820891372835
TCGA-AC-A8OR,82.73936635774118,56.30391758082786,48.37032309991142,29.1547001506205,14.504190137039302,-45.3452493533823,-66.51798176319522,28.27239358668737,1.7710495949571055,95.87072173133308,38.91732226852136,18.138970003837755,-31.953658497395793,34.87268561025584,80.94789546510106,-88.21741604647954,-69.05505677262215,6.058174039669211,-69.4530435802478,50.894012098680605,-11.71462008920679,-16.091962230383288
TCGA-AC-A8OS,85.18534650461683,54.408046908776015,52.65174123402616,26.396291738649722,44.29864189556602,-59.30580076430459,-84.13042087733687,-8.199698283366843,-2.8012156140331683,84.68602026798348,4.0138914511484245,21.474072092724214,3.63245592883149,30.646424226661935,94.86785918563825,-52.1309141320733,-62.33892034968821,30.825497555741066,-60.93748291365091,43.38494617740801,-19.411664405205016,-9.538047780111668
TCGA-AN-A03X,88.54439392899718,62.899165607881656,40.245157570926864,23.24123356605756,20.44353131815555,-33.31071688714704,-67.60694294545978,4.096468015992286,-1.406336658781612,84.4460975772717,20.443075089381722,23.478562901988994,22.350087940283544,16.6917420212487,113.12534339759316,-83.12210173245309,-82.59684547229912,10.848892693521094,-82.29185612874062,33.035041735307686,-37.231166463533356,1.509148957007369
TCGA-AN-A03Y,84.67548260696805,67.00582466719499,49.31697285017603,20.89729030160663,27.82943133675056,28.87096595672523,-11.853707305714096,19.661186548904197,17.73952847565812,82.99575000060673,1.085691194777894,13.670460960548098,-19.50511488179066,7.718305945910544,91.38097622612673,-64.15663983828792,-73.20260488037596,11.205946837857397,-52.92714771596086,32.485561019745916,-14.557208772426364,-34.223740731741614
TCGA-AN-A041,86.68191455658047,44.46051848310563,56.9155408494635,24.69972134877159,23.22275262896821,-25.2386674380176,-57.734003576181124,-17.155678708229274,4.034193851766332,95.44674713244746,12.935062618792614,34.49951608099141,19.25107895113723,40.01386713438475,100.73371833782912,-84.30745960175184,-89.65906993021187,4.546691926714715,-74.58248190561304,25.39860572596305,-23.271265015700763,-17.62118696551613
TCGA-AN-A046,75.23829174352272,54.50309386299884,39.83254014185425,20.763494245786518,19.944307290370006,-29.980650146091264,-61.87778615316141,-7.3565811571322115,-4.954038889951931,91.52401343756503,24.669023693050775,9.408139652195985,16.51525398686499,22.142437347636104,93.97070649294466,-50.03509597698418,-78.80877027998172,59.250636296203766,-49.47723848274815,30.969614277843647,-17.097867305730702,-34.45804823369858
TCGA-AN-A049,87.5714935589346,62.47031945621052,46.171996958245785,25.049613019789717,31.343571012665137,-6.567430870519473,-35.50035977640607,-11.699923409776801,5.989296733990727,91.12071720316675,2.04930414714309,14.406648009508984,3.448043674629133,35.29959362885464,100.71255222770318,-81.45787541137855,-82.28122573706246,14.532742452910554,-67.92762966296715,24.26667422351278,-25.709270341686633,-25.45903939717013
TCGA-AN-A04A,77.11512953034108,34.977662413964396,35.98991035081394,22.30578945666892,24.98794661350979,-27.018871312414433,-51.42290035583454,-1.7891769569438623,-8.578321176486668,93.15819033969498,9.59732577007071,19.61817559247436,22.84268083131414,60.95705722795981,112.69047327087495,-87.38730622268642,-95.32954086696077,0.30319790197043517,-78.93094816663529,35.526192006591,-41.54865053205684,-26.517235962808513
TCGA-AN-A04C,60.42773588940625,13.961376823013637,74.49863813497785,36.308193360426515,33.23567092197251,25.178941703544808,3.892727616750676,-3.6698766809337258,15.558558662381984,91.87789115096027,38.33354539265099,13.772477792482874,-23.999296800648708,9.170400155454985,85.50026754461226,-78.70263307448087,-76.31635916349482,5.474363818897899,-73.32245243463014,30.50025345075707,-16.383794606661212,-16.11625860619047
TCGA-AN-A04D,48.591069026312624,26.36120655478581,55.78069871261167,51.22168226619695,13.722826477881966,56.82830984569955,39.34361060317207,25.78825667739224,21.487313380759645,96.46001709711166,27.835463667345465,-12.100223439483898,-29.755613041246193,17.067852851241582,76.7289001456756,-76.81428545415697,-71.382057760342,-12.743789434289852,-66.45525052530027,37.74749821721187,-33.12943823009603,-21.06219709316673
TCGA-AN-A0AJ,74.23450268049129,49.52627949190742,40.09601926360537,24.853892603713774,4.51127609677178,49.099819698351496,0.6153752823185812,-10.745606245678545,14.151198532463127,85.51958125934163,10.491877379047025,-0.9819602126972882,11.293573254748338,-2.061941894866152,97.94376804895151,-58.80808995246667,-84.17889614364435,42.58454941322347,-57.90996469655708,48.484039138236255,-24.250606614881207,-41.9570134402269
TCGA-AN-A0AK,88.24006870097858,49.11519425841669,46.02661164135094,30.171936772813893,22.327661128802845,37.39569365256585,19.245431333962387,7.908877092455185,20.069797746611783,99.77748054295728,25.77423070586471,-0.9484073978774177,-25.832899254319344,0.51663352067186,88.68296473835537,-81.21236611538123,-80.4304987135511,6.188685294288945,-64.13003482642084,37.62830062860985,-33.90635441816417,-24.63986738197903
TCGA-AN-A0AL,35.158148862813164,-1.3950057627635886,25.716040657313755,17.945755632358015,7.853561221746446,6.942705769477726,-17.534780097219226,-22.789488068437166,-9.181304230558254,95.26680949080102,45.799963478201846,3.8105695263274413,39.25684694429043,43.48796392669064,104.56720781325387,-74.88075431066466,-39.65269853559893,31.421815544212734,-70.13170658985966,32.99662584839567,-13.502469126393606,-42.51882355839315
TCGA-AN-A0AM,70.30766899309651,27.582214207899625,41.05997692719109,29.211378019114903,7.749560124486635,10.670896095293045,-29.030368457585595,-0.20381188184956045,-4.9629280863921394,94.42917899631851,17.69581162652878,0.5268031865105627,28.729665323230506,18.306511735250297,106.49247546243689,-75.39578575183675,-93.89569179625639,50.17478700546232,-65.22418781308053,40.738241734529,-24.76650578424446,-28.39161215377321
TCGA-AN-A0AR,54.97734062034263,20.4351989682811,27.281527958734188,33.4721862674223,18.57527468652694,43.01767436976658,11.522490075438753,-12.25660119898572,23.836203378905765,103.79469435699261,53.21412646367307,-3.9805661839080813,-4.215968152162219,29.415579702157544,83.6868483918816,-75.18098010217106,-76.19997457325398,-13.87723718029308,-65.96311634588409,32.95063003696518,-12.467920666906565,-25.953770791186713
TCGA-AN-A0AS,78.63555912916158,36.511173939811044,25.379072766448076,23.225488204159376,22.878135110773087,-16.67490813558578,-47.533934692187614,-10.6566544830508,-13.173180610595836,86.10706824461059,27.4780750930816,21.085587842289755,32.1362357331719,17.58349443068846,119.09436188889907,-92.17126702615315,-78.34335650424049,3.766871031627687,-80.79606979176077,56.50759999412733,-20.680056628206174,-18.086042847574817
TCGA-AN-A0AT,40.736587616422355,9.350111112326317,23.513464892561302,34.1360374725902,-7.082006643090466,52.23200213953436,30.43717268496502,-25.208058027651006,14.568296197541656,91.85241689010564,24.74121518180243,6.202236248345059,14.50240062247201,47.42431624747931,95.4658479771031,-81.26518155779917,-73.82801488837627,9.41381183843012,-70.38668925557315,35.53234383466278,-20.242694712399924,-37.045216302709434
TCGA-AN-A0FD,80.82702131664965,39.2274805577801,44.14779155513503,28.106074180607067,18.539938073076286,-18.133732118891388,-53.09585271598071,-7.652321803367954,-8.645130905213307,91.64656418760583,35.90444229891884,16.742739997260628,8.99701092134481,29.003883376677123,111.64513668575981,-83.60504925813952,-83.2330340167813,43.87383387653128,-76.70326477651247,26.501050033021357,-26.728719682237298,-18.880887759824034
TCGA-AN-A0FF,84.58005346103485,49.221129852128115,41.24633409483229,22.3193886731666,22.634423605395853,-4.777529559282243,-43.955040797632094,-6.698312791992322,-3.671244692092273,83.50767349617448,19.809151784895647,13.90059265373921,18.53907856441421,42.746590858312885,93.11025170018019,-75.73396268600588,-75.77790349895965,9.22075394661806,-69.19859528592985,31.69152646371981,-29.827016802976715,-5.710474281763851
TCGA-AN-A0FJ,43.461683272527125,20.09556252644225,22.859777111621042,28.364927089159835,28.776422621840936,19.44249273746931,3.1388877857510806,-7.828766983399106,5.051227997004503,98.17048540951114,16.695411012021964,0.5846044309149363,-0.9832188116242264,48.779014585233966,108.15023989230303,-82.83946540452386,-80.33312634645691,0.40993845644936755,-67.4131188808531,64.77590633554232,-55.00261220372494,-22.50769598854845
TCGA-AN-A0FK,83.32128434742054,54.25768764159605,39.55797642282457,17.482954749986817,15.38845852130737,-14.304353496946646,-45.42351239471044,14.911939532833657,13.566474306883578,93.80540558863905,19.286360477401132,3.6698019920414993,1.1208822693745901,30.435205527190874,101.1974436152459,-91.32638544057248,-80.0859438826045,3.7173982392179994,-74.12656906458022,46.79071750145661,-20.452782111494244,-7.870310507586112
TCGA-AN-A0FL,50.3257698821935,11.19903794151628,52.69261998872534,42.81385199283707,30.150123569213747,-5.746128949205939,-30.07610835239511,-20.90039226705808,-5.889817564429052,96.85593204478775,44.97286765211416,-6.525027146490942,-8.220790659736195,37.69338771217545,93.04833860726836,-95.94550963785969,-74.96291333169002,13.368805562659503,-82.54528835815783,63.86436010724199,-9.035343171664152,-18.79733303100538
TCGA-AN-A0FN,72.1097455668735,33.15500348362755,30.71395039515326,20.66157375708761,25.176097167326617,-56.42115022168635,-85.66669943501662,-5.842825707836141,-13.538076190935655,69.94811069873344,-23.02717734264698,38.23463506810015,26.392532257485158,36.98839933379088,113.96467543161543,-28.12329282986107,-47.03951842273406,45.934040516472976,-41.90506696069767,26.859473885246615,-28.650998785746737,4.172446247185633
TCGA-AN-A0FS,85.81710145167165,51.70710935736855,50.4480003323641,25.724767428776886,27.006147725306676,-35.399166933918195,-66.64880140982794,-2.5099269755807256,0.7483639039388947,97.47665020271387,4.079330625909051,33.096599468171945,-4.398844272078804,38.745861468276956,95.75354339866084,-88.60589698525767,-73.67626415561088,1.4985760222165823,-77.12433181120683,35.36054056611778,-18.95391630002655,4.810125639374547
TCGA-AN-A0FT,75.39582990698153,35.573930421326196,47.374567813951614,22.39426763344835,14.307992019484686,-21.38719127469591,-53.43443253223023,1.2374537322035337,-11.889252085254697,87.97941270102666,29.09920348896304,16.920856946591243,17.602709628196124,23.428482670735832,104.42959354545519,-78.1920772088037,-78.59848306754091,8.311075543992672,-58.211586895331095,40.23679119880305,-6.100550156988334,-10.568269061685413
TCGA-AN-A0FV,74.46974000363426,35.57994280749671,50.06065820317974,23.473054684089618,20.63618140134733,2.6795224276713157,-33.38518238567289,-19.474774900000085,-0.6680597705189655,85.9239991390437,20.48146441183775,10.436677264126047,11.90752204487265,46.753616305648734,109.88328742895308,-90.1882983796096,-94.42671630425141,-9.85656768809784,-77.84092770019957,43.77266026524143,-32.371691268670745,-20.61345870650416
TCGA-AN-A0FW,91.29997049020474,63.70758263249107,47.573826137271965,31.95730251100511,36.284248729500746,19.968777388472517,-14.72634014793752,1.7001340562656537,-0.5026589488881257,96.10197200880921,10.004972004274578,15.469536109821604,-10.832630508659975,16.631828821566074,91.12857887155718,-81.10192768315264,-85.15156229915796,-2.393252401981698,-63.6789831013466,24.323624329634157,-10.39523108947327,-18.323212308389913
TCGA-AN-A0FX,50.56142592136416,32.56408811192401,43.18616376429904,32.234474049015034,27.07571027507376,1.075583045382217,-26.16745339004561,-2.0501115909028442,-1.7567472164805906,95.1309039647393,8.15817263705469,18.492753400598048,4.965907426521738,52.357217028522456,113.5921172607315,-87.22305935053093,-83.3437510899974,6.073564559751048,-81.87020245298572,39.95257262593586,-44.14844552025002,-22.105213582901655
TCGA-AN-A0FY,80.43436839936311,56.06214842990528,41.68303491277882,26.44777695923881,26.68665944690042,38.02496485782069,-14.7225746918037,0.8412775042049248,8.164346265177016,90.43656561255239,7.533222103653628,15.188734900755435,-1.5502529570763386,7.35790438490028,107.00616197194333,-90.47096270122647,-91.34955646905058,-2.641775737076415,-74.79092591153393,36.791124354963216,-31.479905044726408,-15.878255446651536
TCGA-AN-A0FZ,84.6010661093965,50.27186234967181,46.3994532368944,19.20509938583436,20.10605228211233,3.4901388972026552,-40.730383644751626,0.6800784150163963,5.040402110159448,96.33246247575204,29.36980189985192,16.628455919015153,2.1059466356769008,26.772314475324237,103.74317365123665,-88.36158599418556,-90.20898796696244,1.448579107838185,-74.28120003108681,29.780064223673406,-11.69672657931369,-28.03259471521349
TCGA-AN-A0G0,53.175415787118084,15.371913825850157,44.90654376622612,28.57372541104141,18.388904706655524,26.664665089431594,8.09131281787765,-26.683509823490922,20.214961356188468,97.8577386138956,18.041704380544388,-0.297043575883265,21.88822140491851,36.8188823969202,107.06378239924811,-84.92436042525154,-73.51573284621067,19.964030976795243,-72.25965981014795,31.170676933081836,-40.20201571115719,-33.808653818140414
TCGA-AN-A0XL,84.51987861889029,57.44172268829601,53.9183466434186,22.830812096265163,37.62840576123702,-11.522918212742582,-51.05297295353877,-12.10963824622084,-0.1702680850432614,88.44629858638027,8.648048467900878,32.54287260867014,-10.504942041557172,32.5028097534603,105.46270755588577,-83.81741955653905,-87.54440347815071,9.923595431263237,-78.92441162065715,28.568207781049864,-30.403429094446565,-4.0587172489781835
TCGA-AN-A0XN,66.1567218730313,45.443773848278596,27.998380570988644,15.24230997925352,24.155899918732928,-39.26275168998937,-59.891027867484084,-10.693910248934316,-4.576939589043263,80.6727030347877,-8.890387740604325,35.44936850030297,33.54464919679944,26.171519839176824,121.27748689570515,-73.97887403359024,-69.16407218130765,17.419088549861783,-76.85558023744889,58.16779594449787,-44.13679306653063,-2.142448399337809
TCGA-AN-A0XO,75.49967001652988,54.756044313765415,49.50150316421721,14.549688188063271,32.17847724633768,-22.33473528044692,-49.14971342218114,-13.635476967523033,-3.2228989108594135,98.41123815608012,25.719022354229537,14.343466842202389,8.19780444767784,52.54958062225248,100.61931725276716,-102.00283605046108,-91.87791618795117,-3.5147013888244487,-87.54206618617175,40.834832593277184,-32.52979732317607,-21.472064395852968
TCGA-AN-A0XP,88.66292910687551,65.79030543305609,51.793498536309045,19.832481128615626,30.609084587629837,-35.226183912886384,-63.803023677259745,-4.481549279272542,10.394232198112945,95.10844996326361,15.656993792768304,7.070431318253753,3.7882680804586073,34.28637615143418,95.63151767655316,-93.01404512135588,-91.54571076151234,23.74572229794512,-73.76335315731227,29.292150820130246,-11.401657844265657,-10.750364478833916
TCGA-AN-A0XR,70.23627504197003,33.75142627063596,44.12138458754026,16.75862404095571,27.866345524061586,18.69563235477932,-16.126632937865324,8.390252002989484,0.8735066344629274,97.73168455256547,20.25417234439641,2.3924396118904667,-5.709815318949438,23.763374944130476,105.80762856897636,-97.43348627507987,-92.98656897084847,21.614064650280454,-77.713175805477,22.19229521834086,-16.745039371445174,-5.181205722177822
TCGA-AN-A0XS,88.77103787690345,67.66963638125935,50.18077728466844,24.08385434216109,36.94330825000628,-49.5122831379354,-74.56711474082134,0.7027854183012323,1.2150183785790034,93.19023386392357,11.296622487988486,25.489008603365022,18.748255067455773,25.79114416385832,99.91343251592863,-59.70490172450867,-66.47155579464346,24.67176416561395,-55.34237685104169,17.363620849927287,-29.443205442322608,-25.258216311830907
TCGA-AN-A0XT,93.45745257974298,61.541845855142725,51.85014658330232,32.206835576246505,44.80208818403531,-43.22294689364894,-66.03434762407889,-21.239756147149876,-1.947084669195334,98.32443565379862,34.30423762431798,25.858644515340984,-27.347554661842878,38.32273628268939,82.55042113438162,-79.5132456005217,-61.64874836152397,7.624933352796745,-74.23394192411102,47.35944032012844,-34.907491468594785,-15.27618280485541
TCGA-AN-A0XU,50.91073616118362,24.10293113339955,36.39723012347139,26.02595636201184,18.455261698180777,27.698579267827142,3.3008650989862076,-21.148791654354255,16.515271506280357,96.58933911381814,-7.545952885172284,-7.723717475051586,8.068234149261713,29.111166446348847,106.98840570524817,-78.02164151296886,-70.35879206466895,50.35212106196289,-71.91935113221744,64.42126586942084,-34.392981727248554,-35.11985889422053
TCGA-AN-A0XV,89.50026383682658,50.59725637038659,43.604865418947014,26.662018726764217,26.652429134792897,-23.564259383337344,-56.08148720809115,-1.1033966885277664,8.097969903513246,93.83446649127723,25.297453437929107,24.21593613736769,-2.2909062600057837,36.53842646740594,98.01727871540302,-78.56207398222324,-79.5002214433081,28.450787890646268,-71.27372606852938,26.706039932174235,-32.441811853114146,-21.01729072673541
TCGA-AN-A0XW,70.60930301545119,34.29749702695764,30.416699449923982,12.48856044364581,20.91508010204805,-1.927631321114319,-44.60321774884707,-8.864542388456073,-6.563025961693313,87.36573441472575,-13.644817934211488,15.404901115272821,15.893989185330895,54.876743543900716,104.97274960607177,-55.25263881075939,-77.83940264438019,59.214322504795405,-57.25257943386974,20.017157890000675,-39.95250216051788,-22.483658644159576
TCGA-AO-A03L,82.37904660228048,43.78412401817059,51.302220761574574,20.491050097947152,20.951377540974278,33.80870689938473,-18.609153559422197,-21.926794011462846,-3.066943275555275,91.32162384933557,41.571830793330975,17.553892865098476,-7.50615939633397,40.994905638149106,89.70660135474185,-85.65751615950924,-92.50619826607715,13.928159273822246,-75.03331771350328,8.563577943330785,-29.181065911956452,-16.81687328284889
TCGA-AO-A03M,85.18438895317388,55.82375944853939,44.21470801186831,23.507159731694543,33.68934617722317,3.7187818339799605,-34.476406048300575,-21.073144517582563,0.6632173492440074,96.22346723547952,10.910471721607848,7.1450234504285675,3.3380706233095054,12.632947204656347,87.1868434775538,-56.24347241959197,-70.54497396031384,56.36231541725218,-50.225501574768415,34.71909580485243,-27.117293741667552,-37.72750578990154
TCGA-AO-A03N,77.66488675912413,31.122455567584893,36.7660568193015,20.443284781189163,11.956786781546157,10.488400589587286,-33.869547480994854,6.154890898329683,-6.369498429153651,87.91110608899487,32.56419816365536,7.992326879361428,26.959820324291485,14.922432402922254,114.20524017900019,-91.94619001386425,-92.26849669923075,11.796264708615297,-74.38459096203917,38.1084902122727,-23.446179019745912,-8.142669939508608
